2016-03-19 21:25:11 [db.DBConnect] INFO   - Created connection to database: jdbc:mysql://dbinstance2.ccyozwuyupk6.us-west-2.rds.amazonaws.com:3306/salesystem?connectTimeout=0&socketTimeout=0&autoReconnect=true
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@60a80fd: UPDATE product SET TotalNum = 122.0 WHERE ProductId = 'BK25-0'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@3b88ba8d: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM36837R'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@49349ae8: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM36837R_12*24'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@4520de44: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM49836R'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@17ffb375: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM49837R'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@695d2fd5: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60526B'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@4531bcc: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60527B'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@47c227fc: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60832R'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@2dcc406a: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60833R'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@2d6ff181: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60835B'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@31fe029b: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60835M'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@67d53e9f: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60837B'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@28d5fd1f: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60837M'
2016-08-22 02:33:55 [db.DBConnect] INFO   - com.mysql.jdbc.JDBC42PreparedStatement@7a64e27d: UPDATE product SET TotalNum = -10.0 WHERE ProductId = 'BM60837R'
2016-08-22 02:34:11 [Controllers.InvoiceDirectoryEditDialogController] ERROR  - 
2016-08-22 02:34:31 [db.DBConnect] INFO   - Created connection to database: jdbc:mysql://localhost:3306/milansalesystem
2016-08-22 02:34:31 [MainClass.SaleSystem] INFO   - Refresh DB at 0 minute
2016-08-22 02:36:43 [db.DBConnect] INFO   - Created connection to database: jdbc:mysql://localhost:3306/milansalesystem
2016-08-22 02:36:43 [MainClass.SaleSystem] INFO   - Refresh DB at 0 minute
